2,1,136,131,383,348,-1,-1,-1,-1
3,1,137,130,386,349,-1,-1,-1,-1
4,1,138,132,384,347,-1,-1,-1,-1
5,1,135,127,391,352,-1,-1,-1,-1
6,1,130,120,399,359,-1,-1,-1,-1
7,1,128,115,405,364,-1,-1,-1,-1
8,1,123,109,414,370,-1,-1,-1,-1
9,1,121,110,417,369,-1,-1,-1,-1
10,1,127,118,407,361,-1,-1,-1,-1
11,1,126,120,409,359,-1,-1,-1,-1
12,1,124,120,413,359,-1,-1,-1,-1
13,1,125,121,414,358,-1,-1,-1,-1
14,1,123,122,416,357,-1,-1,-1,-1
15,1,122,121,417,358,-1,-1,-1,-1
16,1,121,123,417,356,-1,-1,-1,-1
17,1,117,121,422,358,-1,-1,-1,-1
18,1,115,119,424,360,-1,-1,-1,-1
19,1,115,120,423,359,-1,-1,-1,-1
20,1,117,123,418,356,-1,-1,-1,-1
21,1,113,117,427,362,-1,-1,-1,-1
22,1,113,120,425,359,-1,-1,-1,-1
23,1,119,126,418,353,-1,-1,-1,-1
24,1,115,134,418,345,-1,-1,-1,-1
25,1,115,136,419,343,-1,-1,-1,-1
26,1,111,132,428,347,-1,-1,-1,-1
27,1,109,133,432,346,-1,-1,-1,-1
28,1,109,132,434,347,-1,-1,-1,-1
29,1,108,136,431,343,-1,-1,-1,-1
30,1,109,135,433,344,-1,-1,-1,-1
31,1,107,135,436,344,-1,-1,-1,-1
32,1,105,134,440,345,-1,-1,-1,-1
33,1,105,133,441,346,-1,-1,-1,-1
34,1,106,136,440,343,-1,-1,-1,-1
35,1,103,134,444,345,-1,-1,-1,-1
36,1,102,135,444,344,-1,-1,-1,-1
37,1,102,135,446,344,-1,-1,-1,-1
38,1,100,133,449,346,-1,-1,-1,-1
39,1,99,130,454,349,-1,-1,-1,-1
40,1,98,130,454,349,-1,-1,-1,-1
41,1,100,132,451,347,-1,-1,-1,-1
42,1,98,132,453,347,-1,-1,-1,-1
43,1,93,130,458,349,-1,-1,-1,-1
44,1,91,128,460,351,-1,-1,-1,-1
45,1,101,128,453,351,-1,-1,-1,-1
46,1,103,123,453,356,-1,-1,-1,-1
47,1,100,120,459,359,-1,-1,-1,-1
48,1,101,119,457,360,-1,-1,-1,-1
49,1,100,115,460,364,-1,-1,-1,-1
50,1,104,117,453,362,-1,-1,-1,-1
51,1,105,119,448,360,-1,-1,-1,-1
52,1,107,118,445,361,-1,-1,-1,-1
